English Comments,Translate Comments
cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history,የኮካሚሚ ቃና ግጥም በእብሪት ግጥም እና በአመፅ ጥፋት መካከል በፍጥነት ተሰል theል ፣ በጣም ኃይለኛ የነርቭ ምልልስ እና በጩኸት ነርቭ የፍቅር አስቂኝ ቀልድ በሲኒማ ታሪክ ውስጥ ፡፡
half submarine flick half ghost story all in one criminally neglected film,ግማሽ ባሕር ሰርጓጅ መርከብ ግማሽ መንፈስ ታሪክ በአንድ በወንጀል ችላ በተባለ ፊልም ውስጥ
nothing at stake just twisty double cross you can smell mile away still the derivative nine queens is lots of fun,ምንም አደጋ ላይ ብቻ ጠመዝማዛ ድርብ መስቀልን በሩቅ ርቀት ማሽተት ይችላሉ አሁንም አመጣጥ ዘጠኝ ንግስቶች ብዙ አስደሳች ናቸው
charming and funny but ultimately silly movie,ማራኪ እና አስቂኝ ግን መጨረሻው ተራ ፊልም
enormously entertaining for moviegoers of any age,በማንኛውም ዕድሜ ላሉት የፊልም ተመልካቾች በጣም አዝናኝ
we know the plot little crazy but it held my interest from start to finish,ሴራው ትንሽ ወጣ ያለ እንደሆነ እናውቃለን ግን ከመጀመሪያ እስከ መጨረሻ ስሜቴን ይዞታል
an infectious cultural fable with tasty balance of family drama and frenetic comedy,ተላላፊ የባህል ተረት ጣፋጭ የቤተሰብ ሚዛናዊ ሚዛን እና አስቂኝ ቀልድ
ultimately feels empty and unsatisfying like swallowing communion wafer without the wine,በመጨረሻ ያለ ወይን ጠጅ Communion wafer እንደመዋጥ ያለ ባዶ እና እርካታ የለሽ ስሜት ይሰማዋል
one of the most significant moviegoing pleasures of the year,በዓመቱ ውስጥ በጣም አስፈላጊ ከሆኑት የፊልም መዝናኛዎች አንዱ
it much more emotional journey than what shyamalan has given us in his past two movies and gibson stepping in for bruce willis is the perfect actor to take us on the trip,ሽያማላን ባለፉት ሁለት ፊልሞቹ ከሰጠን እና ጂብሰን ለብሬስ ዊሊስ ከገባን የበለጠ ስሜታዊ ጉዞ ነው ጉዞውን የሚወስደን ፍጹም ተዋናይ
garcia bernal and talancon are an immensely appealing couple and even though their story is predictable you ll want things to work out,ጋርሲያ አናት እና ታላንኮን በጣም የሚስቡ ባልና ሚስት ናቸው እናም ምንም እንኳን የእነሱ ታሪክ ሊተነብይ ቢችልም ነገሮች እንዲሰሩ ይፈልጋሉ
so refreshingly incisive is grant that for the first time he ll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor,ስለዚህ መንፈስን የሚያነቃቃ ሁኔታ ለመጀመሪያ ጊዜ ለሴት ልጅ ወደዚህ ፊልም ከሚጎትቷቸው የሴት ጓደኞቻቸው ይልቅ ምናልባትም ለመጀመሪያ ጊዜ ለወንዶች የበለጠ ይግባኝ ማለት ነው ፡፡
84 minutes of rolling musical back beat and supercharged cartoon warfare it also clearly great fun,ለ 84 ደቂቃዎች የሚሽከረከር የሙዚቃ ጀርባ ድብደባ እና እጅግ በጣም ጥሩ የካርቱን ጦርነት እንዲሁ በግልጽ በጣም አስደሳች ነው
bogdanovich tantalizes by offering peep show into the lives of the era creme de la celluloid,ቦጋዳኖቪች ወደ ዘመን ክሬሜ ዴ ላ ሴሉሎይድ ሕይወት ያላቸውን የፔፕ ትዕይንት በማቅረብ ይከፍላሉ
as tolerable diversion the film suffices triumph however it is not,እንደ መቻቻል ማስተላለፍ ፊልሙ በድል አድራጊነት ይበቃል ሆኖም ግን አይደለም
movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it approached with imagination and flair,የቅዠት ሲኒማ በአዕምሯዊ እና በደማቅ ሁኔታ ሲቀርብ ምን ያህል አስደሳች እና አርኪ ሊሆን እንደሚችል የሚያስታውሰን ፊልም
it the chemistry between the women and the droll scene stealing wit and wolfish pessimism of anna chancellor that makes this two weddings and funeral fun,ይህ ሁለት ጋብቻዎች እና የቀብር ሥነ ሥርዓቶች አስደሳች እንዲሆኑ የሚያደርጋቸው አና እና ቻንስለር አና እና ተኩላ አፍራሽ ተስፋን በመስረቅ በሴቶች እና በዝናብ ትዕይንት መካከል ያለው ኬሚስትሪ ነው ፡፡
film about young man finding god that is accessible and touching to the marrow,ስለ ወጣት ሰው አምላክን ማግኘትን የሚመለከት ፊልም እና ለጉልበት የሚነካ እና የሚነካ
the film snags and stumblings are more than compensated for by its wryly subversive tone,የፊልም ንክኪዎች እና መሰናክሎች በተንኮል በተንሰራፋው ቃና ከሚከፈለው በላይ ናቸው
the old world meets new mesh is incarnated in the movie soundtrack joyful effusion of disco bollywood that by the end of monsoon wedding sent my spirit soaring out of the theater,የአሮጌው ዓለም አዲስ ጥልፍልፍ ተገናኝቶ በፊልሙ የሙዚቃ ትርዒት ​​ውስጥ በደስታ ፍንዳታ በዲስኮ ቦሊውድ ውስጥ ተሞልቷል በዝናብ ሰርግ መጨረሻ መንፈሴ ከቴአትር ቤቱ እንዲወጣ አደረገ ፡፡
huppert superbly controlled display of murderous vulnerability ensures that malice has very human face,huppert በከፍተኛ ሁኔታ በቁጥጥር ስር የዋለው የግድያ ተጋላጭነትን ማሳየት ክፋት በጣም የሰው ፊት እንዳለው ያረጋግጣል
polished well structured film,በጥሩ ሁኔታ የተዋቀረ ፊልም
the far future may be awesome to consider but from period detail to matters of the heart this film is most transporting when it stays put in the past,መጪው ጊዜ ከግምት ውስጥ የሚያስገባ ሊሆን ይችላል ግን ከጊዜ ወደ ጊዜ እስከ ልብ ጉዳዮች ድረስ ይህ ፊልም ያለፈ ጊዜ ሲቆይ በጣም ያጓጉዛል
awesome creatures breathtaking scenery and epic battle scenes add up to another spectacular spectacle,አስደናቂ ፍጥረታት አስደናቂ እይታ እና አስደናቂ የውጊያ ትዕይንቶች ወደ ሌላ አስደናቂ ትዕይንት ይጨምራሉ
it is great summer fun to watch arnold and his buddy gerald bounce off quirky cast of characters,አርኖልድ እና የጓደኛው ጄራልድ የማይረባ ገጸ-ባህሪያትን ሲያንቀላፉ ማየት በጣም ጥሩ የበጋ አስደሳች ነው
this flick is about as cool and crowd pleasing as documentary can get,ይህ ፍንጭ ዘጋቢ ፊልም እንደሚያገኝ አስደሳች እና ብዙ ሰዎችን የሚያስደስት ነው
sexy and romantic,የፍትወት ቀስቃሽ እና የፍቅር
pleasant if forgettable romp of film,የሚረሳ የሮሜ ፊልም ከሆነ
it is amusing and that all it needs to be,እሱ አስቂኝ ነው እናም ሁሉም መሆን አለበት
full world has been presented onscreen not some series of carefully structured plot points building to pat resolution,ሙሉውን ዓለም ለማጣራት በጥንቃቄ የተዋቀሩ የተንኮል ነጥቦችን ለመገንባት በማያ ገጽ ላይ ቀርቧል
as unseemly as its title suggests,እንደርዕሱ እንደሚያመለክተው
the french are rather good at this kind of thing unlike the americans who have passion for musketeers only to spoof them,ፈረንሳዮች በዚህ ዓይነቱ ነገር ጥሩ ናቸው ፣ አሜሪካውያንን ለሙስኪተሮች ብቻ ለማፍቀር ከሚመኙት
if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage then esther story is compelling quest for truth,በመድረክ ላይ የሌሎችን ሕይወት በአስደናቂ ሁኔታ በመሳል ከውስጣዊ ሰላም ፍለጋ ጋር የሚዛመድ ተዋናይ ከሆኑ የእስታር ታሪክ ለእውነት መፈለግን ይጠይቃል
unflinchingly bleak and desperate,ያለማወላወል ደካማ እና ተስፋ አስቆራጭ
that dogged good will of the parents and vain jia defoliation of ego make the film touching despite some doldrums,የወላጆችን መልካም ፈቃድ እና የከንቱ ጅያ ኢጎ ማረም አንዳንድ ድራማዎች ቢኖሩም ፊልሙ እንዲነካ ያደርገዋል
the movie is for fans who can stop loving anime and the fanatical excess built into it,ፊልሙ አፍቃሪ አኒሜሽን እና በውስጡ የተገነባውን አክራሪ ትርፍ ማቆም ለሚችሉ አድናቂዎች ነው
the film is powerful accessible and funny you won miss its messages but you ll be entertained as well,ፊልሙ ኃይለኛ ተደራሽ እና አስቂኝ ነው መልዕክቶቹን ይናፍቃሉ ግን እርስዎም ይዝናናሉ
frailty starts out like typical bible killer story but it turns out to be significantly different and better than most films with this theme,ደካማነት እንደ ተለመደው የመጽሐፍ ቅዱስ ገዳይ ታሪክ ይጀምራል ነገር ግን በዚህ ጭብጥ ከአብዛኞቹ ፊልሞች በጣም የተለየ እና የተሻለ ሆኖ ይወጣል
the primitive force of this film seems to bubble up from the vast collective memory of the combatants it like watching nightmare made flesh,የዚህ ፊልም ጥንታዊ ኃይል ከታጋዮች ሰፊ የጋራ ትዝታ የተነሳ ቅ fromት የተሰራ ስጋን እንደመመልከት ይመስላል ፡፡
gorgeous high spirited musical from india that exquisitely blends music dance song and high drama,የሙዚቃ ዳንስ ዘፈንን እና ከፍተኛ ድራማን በጥሩ ሁኔታ ከሚደባለቅ ከህንድ ጥሩ የሚያምር መንፈስ ያለው ሙዚቃ
further proof that the epicenter of cool beautiful thought provoking foreign cinema is smack dab in the middle of dubya axis of evil,የውጭ ሲኒማ ስሜትን የሚቀሰቅስ ቆንጆ ቆንጆ የሐሳብ ማእከል በዱብያ የክፋት ዘንግ መካከል ድብደባ መሆኑን የሚያሳይ ተጨማሪ ማስረጃ
this is winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button just as easily as their counterparts anywhere else in the world,ይህ ካናዳውያን በዓለም ዙሪያ ከየትኛውም የዓለም ክፍል እንደ ተጓዳኞቻቸው ሁሉ ረጋ ያለ ሳቅ እና በእርጋታ ረጋ ያለ ስሜትን በአዝራር ላይ ሊያሳርፉ እንደሚችሉ የሚያሳይ አሸናፊ ቡድን ነው ፡፡
director of photography benoit delhomme shot the movie in delicious colors and the costumes and sets are grand,የፎቶግራፍ ዳይሬክተር ቤኖይት ዴልሆሜ ፊልሙን በሚጣፍጥ ቀለም የተቀረጹ ሲሆን አልባሳትና ስብስቦችም በጣም ጥሩ ናቸው
one from the heart,አንድ ከልብ
preaches to two completely different choirs at the same time which is pretty amazing accomplishment,በጣም አስገራሚ ስኬት ነው ወደ ሁለት ፍጹም ዘፈኖች በተመሳሳይ ጊዜ የሚሰብከው
writer director mehta effort has tons of charm and the whimsy is in the mixture the intoxicating masala of cultures and film genres,ጸሐፊ ዳይሬክተር መህታ ጥረት ቶን የሚስብ ውበት ያለው ሲሆን አሳፋሪ ባህሎች እና የፊልም ዘውጎች አስካሪ ማሳላ ድብልቅ ውስጥ ነው
